•ÈÀweb-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554331201-4056,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@johnny_phoenix,Johnny Supertramp,"I say this abashedly as an upper middle class (ish) child whose parents spent way too much money on my education. Imagine having access to prep schools, tutors, etc. and still having to resort to bribery to get into college lmao... #CollegeCheatingScandal",20,73,531,1.55E+12,3/14/2019 3:44,/johnny_phoenix/status/1106440464775823360
1554331201-3748,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@JD704NC,JD,"Olivia jade walking into her next lecture:
#CollegeCheatingScandal pic.twitter.com/rxOOhzIN6q",4,63,465,1.55E+12,3/16/2019 8:09,/JD704NC/status/1111089143398965248
1554331201-3990,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@IWF,IWF,I‰Ûªm a minority. I went to a community college. I put MYSELF through school. & now I‰Ûªm a GOT damn millionaire. #dothework #itcanhappen #keeppushing #dreamscometrue #collegescandal,26,21,453,1.55E+12,3/14/2019 9:09,/IWF/status/1106940707770716162
1554331201-4129,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@KristySwansonXO,Kristy Swanson,"This #CollegeCheatingScandal highlights something that‰Ûªs been bugging me for a while... Why do we give a shit about celebrities kids? Honestly? What, is fame like a spider plant and all of a sudden we‰Ûªre just gonna clip off a bit and start a whole new one? Fuck their kids...",57,49,451,1.55E+12,3/14/2019 20:56,/KristySwansonXO/status/1106258760886947840
1554331201-4132,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@EdTrust,The Education Trust,I was on @MorningEdition this morning with @AlexndraRobbins talking the #CollegeCheatingScandal and the ugly truth: We don't actually believe in equality nor do we want a meritocracy. https://www.npr.org/2019/03/14/703287515/college-access-and-inequality?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=socialåÊ‰Û_,22,150,445,1.55E+12,3/14/2019 6:43,/EdTrust/status/1106254415844048896
1554331201-4053,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@kevincarey1,Kevin Carey,"My Dad could send me $50/week and I would drive home every weekend and help him out on the farm to earn it.

It doesn‰Ûªt sound like a lot but it meant the world at the time. Enough to buy groceries. A lot more than what so many have.

#collegecheatingscandal",1,16,445,1.55E+12,3/15/2019 19:10,/kevincarey1/status/1106505239635599360
1554331201-4149,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TwitterMoments,Twitter Moments,"Lori Loughlin plan for her daughter's College scam
#LoriLoughlin pic.twitter.com/XI5Ol4TaO0",5,100,428,1.55E+12,3/14/2019 19:54,/TwitterMoments/status/1106216331819601921
1554331201-4043,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@NAACP_LDF,Legal Defense Fund,"#ados must understand #CollegeAdmissionScandal only exposes what I have told you for years. They weren‰Ûªt even investigating this scandal, they stumbled on it. The whole system is rigged. We can‰Ûªt be here in  without reparations and a black agenda  https://www.thedailybeast.com/college-admissions-scandal-yale-dad-morrie-tobin-tipped-off-feds-to-bribery-scheme-reportåÊ‰Û_",11,185,418,1.55E+12,3/14/2019 15:18,/NAACP_LDF/status/1106568167952957441
1554331201-3818,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@3Diemensional,faithfully human,Was there a single Trump supporter among the #CollegeScam group of people?,72,93,399,1.55E+12,3/13/2019 17:10,/3Diemensional/status/1110326140772773888
1554331201-3751,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@AsmKevinMcCarty,Asm. Kevin McCarty,"RealityThis Will Never
Happen To Lori Loughlin

meet Kelley Williams~Bolar

wanted a better education
for her child. used the wrong
address to get her daughters
into a better school.

sentenced to 3 years.
ordered to pay $30,000
to the school district

#collegecheatingscandal pic.twitter.com/uYjjZG6xHi",21,292,397,1.55E+12,3/14/2019 6:00,/AsmKevinMcCarty/status/1110714763934203904
1554331201-3725,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@RichardMBowen,Richard M. Bowen,"You dont need SC,UCLA etc,etc,etc...My father graduated from Eureka College in Illinois with a Economics degree and became POTUS..#collegeadmissionsscandal",16,60,393,1.55E+12,3/14/2019 9:43,/RichardMBowen/status/1113178546376196099
1554331201-4217,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@DrDLStewart,Doing all the things,It was Kimmy Gibbler‰Ûªs idea the whole time..  #FullHouse #AuntBecky #LoriLoughlin pic.twitter.com/8jfPk3ZtcJ,8,123,390,1.55E+12,3/14/2019 18:02,/DrDLStewart/status/1106008055303426048
1554331201-4126,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@RNRTennessee,RNR Tennessee,What is also disgusting is that these kids come from very affluent families don't need jobs. Instead they stole another student's opportunity #CollegeCheatingScandal,16,76,390,1.55E+12,3/14/2019 3:25,/RNRTennessee/status/1106261592566611969
1554331201-3785,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PCNDotCom,PopCulture,For some even being born with a #SilverSpoon in their mouths wasn‰Ûªt enough! They wanted the knife and the fork too! #CollegeCheatingScandal #TeamDl,14,61,379,1.55E+12,3/14/2019 21:27,/PCNDotCom/status/1111388123546566661
1554331201-4094,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@hotpinksun,Rachel Anne,The #CollegeCheatingScandal shedding new light on America's OBSESSION with higher education. Since when did a piece of PAPER define someone's worth? And why does it matter what BRAND is attached to that paper?! College should be about LEARNING! pic.twitter.com/cNFD4YgtFw,33,131,372,1.55E+12,3/15/2019 17:38,/hotpinksun/status/1106320669783015429
1554331201-3730,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Quantum_Quench,QuantumQuench,"Just two days after U.S. federal prosecutors unsealed its indictments, the #CollegeCheatingScandal that has the whole world talking has produced its first book deal http://thr.cm/mq4yIsåÊpic.twitter.com/Wel9BuBTjc",115,85,363,1.55E+12,3/14/2019 21:16,/Quantum_Quench/status/1113139060745400320
1554331201-4101,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"Remember Kelley Williams? 
She was convicted of using wrong residence to get her daughter in a better school district in Ohio than underperforming Akron. She was sentenced 3yrs, ordered to pay $30,000 to the school district.
#CollegeCheatingScandal
#LoriLoughlin #FelicityHuffmanpic.twitter.com/ZgW05SYvhN",34,294,362,1.55E+12,3/18/2019 22:00,/THR/status/1106311226659885057
1554331201-4125,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@reggieaqui,Reggie Aqui,"After already being dropped by Sephora and Tresemme, Estee Lauder said they have ""no plans"" to work with Olivia Jade amid #CollegeCheatingScandal http://thr.cm/dnPDXD",35,73,357,1.55E+12,3/16/2019 22:00,/reggieaqui/status/1106266594626297856
1554331201-3855,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@xmemegangx,xmememakerx,All those #CollegeAdmissionsScandal parents when they get in front of a judge: pic.twitter.com/od2JWTCDcA,5,72,356,1.55E+12,3/13/2019 16:49,/xmemegangx/status/1110066902687272961
1554331201-4238,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ebuyhouseinc,EBuyHouseInc,"Liberal Logic: If your parents break the law to get you into college, you should be expelled.If your parents break the law to get you into America, you should receive a free education#FelicityHuffman #LoriLoughlin @RealJamesWoodspic.twitter.com/w1V4s4fmc2",15,329,350,1.55E+12,3/17/2019 9:16,/ebuyhouseinc/status/1105982139504513024
1554331201-3946,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"If @Hallmark were smart, they would remove any/all association with their cover girl, #LoriLoughlin, following her arrest and her posted $1 millon bond.

If they don't disassociate, it is highly likely they'll lose thousands, if not millions of viewers.

https://www.nydailynews.com/news/ny-news-hallmark-monitoring-lori-loughlin-prosecution-college-bribery-20190313-story.htmlåÊ‰Û_",46,273,349,1.55E+12,3/13/2019 20:27,/THR/status/1107517750715564033
1554331201-3740,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@angelainlouky,Angela,"lori loughlin paying instgram 500k to shutdown so people stop making memes about her daughter
#LoriLoughlin #OliviaJade #CollegeCheatingScandal #collegeadmissionsscandal #collegeadmissionscandal #collegescam pic.twitter.com/Cnu3ZcHPIZ",3,69,348,1.55E+12,3/13/2019 19:59,/angelainlouky/status/1112748057622470657
1554331201-4091,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@MuseMan82,Brando Calrissian,To anyone who said I also cheated to get into Cornell... u got me. Here‰Ûªs me photoshopped onto my own body when I was captain of the women‰Ûªs track team and a school record holder. I honestly thought It looked legit #CollegeCheatingScandal #caughtpic.twitter.com/k8cpiLJ5CG,24,23,348,1.55E+12,3/16/2019 8:57,/MuseMan82/status/1106326008674816000
